"lat"; "lon"; "s"; "alt"
51.632359;6.448643;84;16.687
51.632348;6.448619;85;16.687
51.632343;6.448591;86;19.720999
51.6323;6.448535;90;18.203999
51.632264;6.448496;91;16.687
51.632224;6.44848;91;15.17
51.632182;6.448458;90;15.17
51.632142;6.448409;92;15.17
51.632128;6.448344;89;16.687
51.632123;6.44829;91;13.653
51.632107;6.44822;90;10.6189995
51.632111;6.44816;90;9.101999
51.632094;6.448106;87;9.101999
51.632068;6.448084;83;10.6189995
51.632038;6.448076;82;9.101999
51.632;6.448076;84;7.585
51.631983;6.44808;84;7.585
51.631961;6.448085;85;7.585
51.631934;6.448107;83;7.585
51.631901;6.448145;84;7.585
51.631878;6.448169;84;9.101999
51.631858;6.448187;82;7.585
51.631845;6.448197;80;9.101999
51.631826;6.44824;78;12.136
51.631799;6.448309;71;10.6189995
51.631774;6.448355;68;10.6189995
51.631751;6.448396;67;10.6189995
51.631731;6.448407;67;12.136
51.631712;6.448406;64;12.136
51.631691;6.448436;61;13.653
51.631671;6.448455;60;16.687
51.631633;6.448459;63;13.653
51.631581;6.448482;66;13.653
51.631535;6.448512;67;12.136
51.631492;6.448531;71;10.6189995
51.631453;6.44856;72;10.6189995
51.631431;6.448582;74;10.6189995
51.631402;6.448604;75;10.6189995
51.63139;6.448633;78;9.101999
51.631393;6.448659;75;9.101999
51.631399;6.448705;74;7.585
51.631374;6.448783;75;7.585
51.631342;6.448854;78;7.585
51.631331;6.448894;78;7.585
51.631319;6.448932;77;7.585
51.631313;6.448968;76;9.101999
51.631294;6.449036;77;9.101999
51.631273;6.449074;77;10.6189995
51.631257;6.449118;75;10.6189995
51.631229;6.44918;75;10.6189995
51.631197;6.449238;75;10.6189995
51.631177;6.449278;73;10.6189995
51.631165;6.449306;71;13.653
51.631128;6.449389;75;12.136
51.631101;6.449401;76;10.6189995
51.631079;6.449414;77;9.101999
51.631078;6.449445;75;9.101999
51.631049;6.449486;75;9.101999
51.631027;6.449521;74;9.101999
51.631001;6.449562;72;10.6189995
51.63099;6.449606;72;9.101999
51.630988;6.449638;72;9.101999
51.630983;6.449665;71;10.6189995
51.630955;6.449745;74;10.6189995
51.630938;6.449802;73;10.6189995
51.630911;6.449892;74;10.6189995
51.630894;6.449951;75;9.101999
51.630876;6.450014;76;7.585
51.630857;6.450072;76;9.101999
51.630846;6.450113;78;9.101999
51.63084;6.450154;77;9.101999
51.630844;6.450137;75;9.101999
51.630852;6.450111;75;9.101999
51.630865;6.450061;71;10.6189995
51.630903;6.450023;65;10.6189995
51.63094;6.450005;64;10.6189995
51.630976;6.449991;67;10.6189995
51.631004;6.449957;68;10.6189995
51.631034;6.449915;66;9.101999
51.63108;6.449888;65;9.101999
51.631115;6.449885;65;9.101999
51.631149;6.449882;60;9.101999
51.63119;6.44987;61;10.6189995
51.631222;6.449858;60;10.6189995
51.631249;6.449838;60;10.6189995
51.631273;6.449805;62;10.6189995
51.631323;6.449749;68;10.6189995
51.631355;6.449702;71;10.6189995
51.63137;6.449663;69;12.136
51.631377;6.449633;68;12.136
51.631387;6.449586;75;10.6189995
51.631408;6.449536;77;9.101999
51.631435;6.44949;78;9.101999
51.63147;6.44947;77;9.101999
51.631493;6.449425;78;9.101999
51.631515;6.449402;78;12.136
51.631529;6.449385;77;12.136
51.631547;6.449359;76;12.136
51.63158;6.449335;73;13.653
51.631614;6.449313;73;15.17
51.631663;6.449283;72;13.653
51.631683;6.44924;72;12.136
51.631691;6.449232;71;15.17
51.631712;6.449203;72;13.653
51.631737;6.449187;72;12.136
51.631773;6.449181;72;15.17
51.631822;6.449135;76;13.653
51.63186;6.449098;81;12.136
51.631907;6.449068;83;13.653
51.631949;6.449053;85;10.6189995
51.631961;6.449035;82;10.6189995
51.631982;6.449036;81;10.6189995
51.632003;6.449022;84;12.136
51.632025;6.449034;86;10.6189995
51.632063;6.449038;84;9.101999
51.632101;6.449055;83;10.6189995
51.632134;6.449067;84;10.6189995
51.632171;6.449064;85;10.6189995
51.632221;6.449052;85;10.6189995
51.632236;6.449064;83;12.136
51.632243;6.449066;87;13.653
51.63225;6.449061;90;13.653
51.632262;6.449069;91;13.653
51.632272;6.449074;91;13.653
51.632275;6.449075;91;12.136
51.632278;6.449076;91;10.6189995
51.63228;6.449076;91;9.101999
51.63228;6.449077;91;9.101999
51.632277;6.449056;89;9.101999
51.632272;6.449017;85;10.6189995
51.632304;6.448993;86;10.6189995
51.632331;6.448969;87;9.101999
51.632343;6.448969;87;9.101999
51.632361;6.448971;88;9.101999
51.632406;6.448952;91;7.585
51.632432;6.448947;91;7.585
51.632453;6.448951;90;7.585
51.632466;6.448955;91;9.101999
51.632476;6.448944;92;10.6189995
51.632495;6.44896;87;10.6189995
51.632514;6.448973;90;10.6189995
51.632528;6.44899;88;10.6189995
51.632561;6.448996;83;12.136
51.632603;6.44898;82;12.136
51.632615;6.448986;84;13.653
51.632627;6.448985;82;13.653
51.632664;6.448983;79;15.17
51.632694;6.448969;77;15.17
51.632753;6.448935;75;13.653
51.632788;6.448918;76;12.136
51.632806;6.448905;78;10.6189995
51.632821;6.4489;79;10.6189995
51.632835;6.448901;79;9.101999
51.632839;6.448902;79;7.585
51.63285;6.448901;84;7.585
51.632868;6.448903;82;9.101999
51.632883;6.448932;83;10.6189995
51.632897;6.448941;85;15.17
51.632958;6.448964;79;10.6189995
51.632979;6.448989;78;12.136
51.632994;6.44904;78;10.6189995
51.633047;6.449069;78;10.6189995
51.633061;6.449077;78;10.6189995
51.633064;6.449085;79;12.136
51.633088;6.449094;78;12.136
51.63313;6.449082;83;12.136
51.633151;6.449113;85;12.136
51.633154;6.449149;84;13.653
51.633181;6.449191;85;12.136
51.6332;6.449237;84;12.136
51.633261;6.449273;84;12.136
51.633282;6.449333;86;15.17
51.6333;6.449341;89;12.136
51.633315;6.449382;89;12.136
51.633346;6.449418;88;12.136
51.63337;6.449412;90;12.136
51.633403;6.449442;87;13.653
51.633439;6.449481;86;10.6189995
51.633463;6.449508;88;9.101999
51.633474;6.449515;88;7.585
51.633492;6.449528;90;6.068
51.633503;6.449534;90;6.068
51.633506;6.449536;89;9.101999
51.633511;6.449541;89;10.6189995
51.633513;6.449544;90;9.101999
51.633523;6.449557;93;12.136
51.633514;6.449581;97;10.6189995
51.633509;6.4496;97;9.101999
51.633502;6.449598;97;10.6189995
51.633508;6.449569;96;10.6189995
51.633516;6.449549;97;10.6189995
51.633521;6.44954;97;10.6189995
51.633523;6.449538;97;10.6189995
51.633524;6.449538;97;10.6189995
51.633523;6.449541;97;10.6189995
51.63354;6.449545;98;9.101999
51.633583;6.449547;96;7.585
51.633607;6.449559;97;6.068
51.633629;6.449577;99;6.068
51.633633;6.449594;100;6.068
51.633641;6.449642;102;6.068
51.633669;6.44967;100;7.585
51.633696;6.449696;100;7.585
51.63372;6.449707;99;7.585
51.633742;6.449721;99;7.585
51.63376;6.449742;103;6.068
51.633765;6.449748;103;7.585
51.633792;6.449761;99;6.068
51.63382;6.449781;98;6.068
51.633849;6.449789;93;7.585
51.633884;6.449807;93;7.585
51.6339;6.44981;90;9.101999
51.633907;6.449827;85;10.6189995
51.63394;6.449824;85;13.653
51.633949;6.449794;84;13.653
51.633975;6.449781;85;12.136
51.634002;6.449779;86;12.136
51.634018;6.449753;86;12.136
51.634027;6.449722;86;12.136
51.634038;6.449697;87;10.6189995
51.634044;6.449663;88;10.6189995
51.634027;6.449636;89;9.101999
51.634025;6.449584;89;9.101999
51.634033;6.449526;93;9.101999
51.634034;6.449476;95;7.585
51.634024;6.449428;95;7.585
51.634019;6.449408;95;9.101999
51.634014;6.449399;96;9.101999
51.634015;6.449361;92;10.6189995
51.634003;6.44932;93;10.6189995
51.633986;6.44927;94;10.6189995
51.633982;6.449188;94;18.203999
51.633965;6.449107;97;12.136
51.633922;6.449047;101;10.6189995
51.633879;6.449001;102;7.585
51.633852;6.448945;102;7.585
51.633835;6.448874;99;9.101999
51.63382;6.448812;95;10.6189995
51.633821;6.448781;93;12.136
51.633814;6.448758;91;12.136
51.633782;6.448709;91;10.6189995
51.633757;6.448661;91;9.101999
51.633728;6.448634;92;9.101999
51.633729;6.448583;93;10.6189995
51.633701;6.448538;93;10.6189995
51.633693;6.448519;92;10.6189995
51.633677;6.448494;93;12.136
51.63366;6.44847;93;12.136
51.633652;6.448446;94;13.653
51.633637;6.448441;93;13.653
51.633616;6.448464;96;13.653
51.633597;6.448474;98;12.136
51.633583;6.448481;99;12.136
51.633575;6.448477;99;10.6189995
51.633572;6.448455;98;10.6189995
51.633574;6.448432;95;9.101999
51.633572;6.448408;95;9.101999
51.633562;6.448395;95;9.101999
51.633522;6.448408;93;10.6189995
51.633501;6.448358;93;15.17
51.633454;6.448259;93;12.136
51.633393;6.448189;94;12.136
51.633342;6.448129;94;10.6189995
51.633314;6.448076;96;10.6189995
51.633272;6.448005;98;13.653
51.633208;6.447926;100;13.653
51.633131;6.447859;102;13.653
51.633051;6.447767;103;12.136
51.632983;6.447689;103;13.653
51.632924;6.447629;103;12.136
51.632866;6.447575;99;10.6189995
51.632821;6.447523;95;10.6189995
51.632781;6.447428;96;10.6189995
51.632744;6.447317;94;10.6189995
51.632754;6.447224;94;12.136
51.632779;6.447139;97;12.136
51.632781;6.447031;96;12.136
51.632782;6.44695;93;12.136
51.632796;6.446861;90;13.653
51.632808;6.446741;87;12.136
51.632822;6.4466;85;12.136
51.632846;6.446502;88;13.653
51.632884;6.446407;90;13.653
51.632914;6.446291;92;13.653
51.632931;6.446187;90;12.136
51.632959;6.446074;90;10.6189995
51.633009;6.445997;92;10.6189995
51.633048;6.445937;91;10.6189995
51.633089;6.445881;92;10.6189995
51.633115;6.44581;91;12.136
51.633142;6.445747;88;10.6189995
51.633165;6.445667;88;12.136
51.633185;6.445591;88;12.136
51.6332;6.44549;88;10.6189995
51.633211;6.445386;88;12.136
51.633244;6.445309;90;13.653
51.633296;6.445234;92;12.136
51.63334;6.445171;92;12.136
51.633368;6.44509;94;15.17
51.633429;6.445028;94;12.136
51.633487;6.444999;93;12.136
51.633523;6.444975;93;12.136
51.633559;6.444952;93;10.6189995
51.633575;6.444887;91;10.6189995
51.633624;6.444831;92;10.6189995
51.633668;6.444808;93;10.6189995
51.633711;6.444793;91;9.101999
51.633733;6.444764;88;9.101999
51.633757;6.444737;82;9.101999
51.633779;6.444704;82;12.136
51.633797;6.444626;82;13.653
51.633838;6.444546;83;15.17
51.633887;6.444447;84;15.17
51.633907;6.444398;87;15.17
51.633938;6.44433;85;13.653
51.633962;6.444279;87;12.136
51.634005;6.444198;88;12.136
51.634048;6.444129;90;12.136
51.634079;6.444047;91;13.653
51.634092;6.444005;89;13.653
51.634076;6.444022;85;9.101999
51.634069;6.444014;86;9.101999
51.634065;6.444004;86;10.6189995
51.634066;6.443984;88;10.6189995
51.634067;6.44397;89;9.101999
51.634086;6.44394;89;12.136
51.634101;6.443884;89;13.653
51.634108;6.443836;88;12.136
51.634119;6.443752;88;13.653
51.634132;6.443703;89;18.203999
51.634171;6.443627;89;15.17
51.634201;6.443568;89;16.687
51.634228;6.443475;87;16.687
51.634229;6.443326;86;15.17
51.63423;6.443173;85;13.653
51.634234;6.443074;86;13.653
51.634226;6.442949;90;12.136
51.634241;6.442897;89;13.653
51.634272;6.442867;89;15.17
51.63431;6.442806;88;15.17
51.634315;6.442728;83;15.17
51.634322;6.442657;82;16.687
51.634322;6.442562;81;15.17
51.634354;6.442452;83;12.136
51.634373;6.442357;82;13.653
51.634417;6.442278;81;13.653
51.634435;6.44215;84;13.653
51.634459;6.44205;84;12.136
51.634493;6.441967;81;10.6189995
51.634517;6.441872;82;10.6189995
51.634542;6.441786;80;9.101999
51.634563;6.441688;82;9.101999
51.634558;6.441648;85;7.585
51.634551;6.441625;87;7.585
51.634547;6.441617;86;7.585
51.634543;6.441604;86;7.585
51.634552;6.441574;84;7.585
51.634584;6.441513;80;7.585
51.63461;6.441444;81;9.101999
51.634619;6.441354;80;9.101999
51.634638;6.44128;80;9.101999
51.634662;6.441216;78;12.136
51.634695;6.441131;79;12.136
51.634731;6.441058;81;10.6189995
51.634762;6.440982;80;9.101999
51.634779;6.440911;80;9.101999
51.634815;6.440853;81;9.101999
51.634855;6.440789;82;10.6189995
51.634882;6.440723;84;10.6189995
51.634909;6.44064;86;9.101999
51.63494;6.440581;79;9.101999
51.634974;6.440518;76;10.6189995
51.635006;6.440456;79;12.136
51.635054;6.440362;80;13.653
51.63509;6.44028;81;10.6189995
51.635113;6.440234;81;10.6189995
51.63513;6.44014;83;12.136
51.635157;6.440077;80;9.101999
51.635184;6.440035;80;10.6189995
51.635179;6.439986;80;9.101999
51.635179;6.439953;80;10.6189995
51.635181;6.439937;79;10.6189995
51.635181;6.439926;79;13.653
51.635181;6.439919;80;16.687
51.635184;6.439857;86;13.653
51.63519;6.439756;89;10.6189995
51.635203;6.439713;91;10.6189995
51.635224;6.439636;94;9.101999
51.63523;6.439616;96;7.585
51.63521;6.43961;95;6.068
51.635193;6.439607;96;6.068
51.635194;6.439598;94;4.5509996
51.635189;6.439612;92;6.068
51.635206;6.439611;92;7.585
51.635227;6.439578;78;7.585
51.635261;6.439506;85;7.585
51.63529;6.439447;86;7.585
51.635338;6.439408;88;9.101999
51.635377;6.439337;87;10.6189995
51.635431;6.439289;90;9.101999
51.635461;6.439265;87;10.6189995
51.635498;6.439192;86;12.136
51.635527;6.439112;86;12.136
51.635536;6.439045;85;12.136
51.635522;6.439026;86;10.6189995
51.635503;6.439018;87;9.101999
51.63549;6.439014;89;7.585
51.635505;6.438991;89;9.101999
51.635546;6.438953;82;10.6189995
51.635562;6.438901;81;13.653
51.635609;6.438876;85;16.687
51.635658;6.438828;83;15.17
51.635711;6.438779;81;19.720999
51.635766;6.438735;79;18.203999
51.63581;6.438644;79;19.720999
51.635862;6.438565;79;19.720999
51.635896;6.438509;76;19.720999
51.635947;6.438475;73;18.203999
51.63601;6.438412;76;18.203999
51.636059;6.438373;77;19.720999
51.636096;6.438339;75;21.237999
51.636179;6.438271;75;19.720999
51.636255;6.438212;75;19.720999
51.636317;6.438142;77;21.237999
51.636383;6.43805;78;18.203999
51.636446;6.437961;78;18.203999
51.636494;6.437891;76;16.687
51.63655;6.437822;75;19.720999
51.636603;6.437723;77;18.203999
51.636662;6.437634;80;18.203999
51.636698;6.437566;77;18.203999
51.636754;6.437521;77;19.720999
51.636789;6.437431;76;16.687
51.636812;6.437322;77;18.203999
51.636852;6.437254;76;18.203999
51.636884;6.437167;77;13.653
51.636907;6.437066;76;13.653
51.63693;6.436997;77;13.653
51.636952;6.436909;75;15.17
51.636986;6.436849;75;13.653
51.637039;6.436782;75;12.136
51.637087;6.436735;77;12.136
51.637124;6.436675;76;12.136
51.637173;6.436598;77;12.136
51.637227;6.436521;79;15.17
51.637253;6.436433;79;13.653
51.6373;6.43636;83;13.653
51.637315;6.436262;81;13.653
51.637312;6.436148;78;15.17
51.637319;6.436041;79;15.17
51.637321;6.43594;79;15.17
51.637345;6.435882;81;13.653
51.637379;6.435811;81;12.136
51.63742;6.435752;76;12.136
51.637454;6.435697;74;13.653
51.637486;6.435649;74;13.653
51.63751;6.435546;73;13.653
51.637546;6.435473;74;13.653
51.637574;6.435422;75;16.687
51.637593;6.435302;81;15.17
51.637595;6.435197;72;15.17
51.637622;6.435059;76;19.720999
51.637675;6.434947;82;13.653
51.637718;6.434893;84;13.653
51.637753;6.434794;88;12.136
51.637785;6.434687;89;12.136
51.637812;6.434615;90;12.136
51.637851;6.434554;90;10.6189995
51.6379;6.434515;90;10.6189995
51.63794;6.434464;89;12.136
51.637971;6.434411;89;13.653
51.638013;6.434372;91;12.136
51.638023;6.434339;90;12.136
51.638035;6.434265;88;12.136
51.638109;6.434221;88;10.6189995
51.638168;6.434196;88;12.136
51.638222;6.434173;91;18.203999
51.638279;6.434164;90;15.17
51.638351;6.434147;89;16.687
51.63843;6.43409;91;18.203999
51.638491;6.434056;93;16.687
51.638511;6.434026;93;18.203999
51.638541;6.43395;91;19.720999
51.638583;6.433904;96;16.687
51.638659;6.433823;97;16.687
51.638707;6.433731;97;13.653
51.638749;6.433632;97;13.653
51.638791;6.433566;99;10.6189995
51.638822;6.433464;102;13.653
51.638849;6.433408;99;12.136
51.638876;6.433328;98;10.6189995
51.638907;6.433287;99;10.6189995
51.638944;6.433269;100;7.585
51.638975;6.433253;99;6.068
51.638988;6.43325;99;6.068
51.638991;6.433235;100;6.068
51.638979;6.433232;97;6.068
51.63896;6.433239;95;6.068
51.638952;6.433241;93;6.068
51.638941;6.433233;93;6.068
51.63894;6.433224;94;6.068
51.638942;6.43322;95;6.068
51.638941;6.433219;95;6.068
51.63894;6.433218;95;6.068
51.63894;6.433218;95;6.068
51.638939;6.433218;95;6.068
51.638939;6.433219;95;6.068
51.638935;6.433212;96;7.585
51.638931;6.433202;96;7.585
51.638932;6.4332;96;7.585
51.638928;6.4332;97;7.585
51.63893;6.433197;85;7.585
51.63893;6.433194;90;7.585
51.638929;6.433194;92;7.585
51.638929;6.433194;94;7.585
51.638929;6.433194;95;7.585
51.638929;6.433194;96;6.068
51.638929;6.433193;96;6.068
51.638929;6.433193;96;6.068
51.638929;6.433193;96;6.068
51.63893;6.433193;96;10.6189995
51.63893;6.433193;96;10.6189995
51.63893;6.433193;96;10.6189995
51.63893;6.433193;96;9.101999
51.63893;6.433192;96;9.101999
51.63893;6.433192;96;9.101999
51.63893;6.433192;96;10.6189995
51.63893;6.433192;96;10.6189995
51.63893;6.433192;96;10.6189995
51.63893;6.433192;96;12.136
51.63893;6.433191;97;10.6189995
51.63893;6.433191;97;9.101999
51.63893;6.433191;97;10.6189995
51.63893;6.433191;97;10.6189995
51.638929;6.433191;97;12.136
51.638929;6.433191;97;9.101999
51.638929;6.433191;97;7.585
51.63893;6.433191;97;7.585
51.63893;6.433191;97;6.068
51.63893;6.433191;97;6.068
51.63893;6.433191;97;4.5509996
51.638929;6.433191;97;4.5509996
51.638929;6.433191;97;4.5509996
51.638929;6.43319;97;6.068
51.638929;6.43319;97;6.068
51.638929;6.43319;97;7.585
51.638911;6.433142;110;7.585
51.638909;6.43313;110;7.585
51.638903;6.433129;112;6.068
51.638894;6.433129;114;6.068
51.638892;6.433128;114;6.068
51.638892;6.433127;114;6.068
51.638892;6.433127;114;6.068
51.638892;6.433127;114;7.585
51.638892;6.433127;114;7.585
51.638892;6.433126;114;7.585
51.638892;6.433126;114;6.068
51.638892;6.433126;114;6.068
51.638892;6.433126;114;6.068
51.638892;6.433126;114;6.068
51.638892;6.433126;114;6.068
51.638892;6.433126;114;6.068
51.638892;6.433126;114;6.068
51.638892;6.433126;114;6.068
51.638892;6.433126;114;6.068
51.638892;6.433125;114;6.068
51.638892;6.433126;114;6.068
51.638892;6.433126;114;6.068
51.638892;6.433126;114;6.068
51.638892;6.433126;114;4.5509996
51.638892;6.433125;114;4.5509996
51.638892;6.433125;114;6.068
51.638892;6.433125;114;6.068
51.638893;6.433125;114;6.068
51.638893;6.433125;114;6.068
51.638893;6.433125;114;4.5509996
51.638892;6.433125;114;7.585
51.638892;6.433125;114;7.585
51.638892;6.433125;114;9.101999
51.638892;6.433125;114;9.101999
51.638892;6.433125;114;9.101999
51.638892;6.433125;114;9.101999
51.638892;6.433125;114;9.101999
51.638866;6.43312;85;9.101999
51.638855;6.433131;85;10.6189995
51.638866;6.433136;85;9.101999
51.638876;6.433147;74;9.101999
51.638899;6.43315;78;9.101999
51.638916;6.433169;80;10.6189995
51.63893;6.43319;81;9.101999
51.638951;6.433208;83;9.101999
51.638989;6.43322;86;10.6189995
51.639004;6.433246;87;12.136
51.639019;6.433289;89;12.136
51.639072;6.433323;86;15.17
51.639135;6.433356;89;15.17
51.639182;6.433394;90;15.17
51.639227;6.433434;91;12.136
51.639237;6.433442;93;12.136
51.639235;6.433447;95;10.6189995
51.639231;6.433465;95;9.101999
51.639229;6.433471;95;9.101999
51.639229;6.433496;95;10.6189995
51.639235;6.43353;96;12.136
51.63927;6.433581;96;13.653
51.639314;6.433648;97;16.687
51.639344;6.433693;96;16.687
51.6394;6.433731;93;18.203999
51.63946;6.433762;95;19.720999
51.639492;6.433811;92;18.203999
51.639549;6.433862;91;18.203999
51.639607;6.43392;72;19.720999
51.639684;6.434076;81;18.203999
51.639706;6.434109;82;16.687
51.639786;6.434171;84;16.687
51.639829;6.43423;84;15.17
51.639899;6.434317;84;15.17
51.639939;6.434371;88;16.687
51.639955;6.434409;89;15.17
51.63998;6.434478;89;15.17
51.639993;6.434547;89;16.687
51.640001;6.43458;89;18.203999
51.640013;6.434597;90;18.203999
51.640046;6.434611;92;16.687
51.640098;6.434634;92;16.687
51.640161;6.434619;90;18.203999
51.640243;6.434577;89;18.203999
51.640283;6.434539;91;18.203999
51.640366;6.43445;93;16.687
51.640431;6.434387;93;15.17
51.640508;6.434318;92;12.136
51.640554;6.434301;92;13.653
51.640591;6.434208;90;13.653
51.640601;6.434152;89;15.17
51.640623;6.434052;94;15.17
51.640673;6.433946;95;16.687
51.640713;6.433875;95;16.687
51.640741;6.433814;94;15.17
51.640771;6.433728;94;12.136
51.640802;6.433658;96;10.6189995
51.640849;6.433607;96;12.136
51.640879;6.433566;98;10.6189995
51.640925;6.433481;99;9.101999
51.640947;6.433398;99;7.585
51.640976;6.433353;101;9.101999
51.641012;6.433321;103;9.101999
51.641078;6.43329;104;7.585
51.641111;6.433274;105;6.068
51.641169;6.433289;109;7.585
51.641203;6.433309;109;7.585
51.641255;6.433349;95;9.101999
51.641294;6.433369;98;9.101999
51.641353;6.43341;100;10.6189995
51.641365;6.433452;102;10.6189995
51.641374;6.433497;99;10.6189995
51.641396;6.433506;97;12.136
51.641438;6.433547;96;15.17
51.641469;6.433636;96;16.687
51.641497;6.43373;94;19.720999
51.641513;6.433837;93;16.687
51.641544;6.433905;94;18.203999
51.641572;6.433954;94;18.203999
51.641605;6.434037;95;19.720999
51.64163;6.434127;96;21.237999
51.641678;6.434199;95;21.237999
51.641717;6.434289;94;18.203999
51.641737;6.434383;86;18.203999
51.641771;6.434467;86;16.687
51.641789;6.434517;89;16.687
51.641825;6.434589;85;16.687
51.641853;6.434659;86;18.203999
51.641883;6.434743;92;18.203999
51.641909;6.434827;97;18.203999
51.64192;6.434945;99;19.720999
51.641985;6.435005;102;18.203999
51.642041;6.435024;105;18.203999
51.642106;6.435064;108;22.755
51.642156;6.435123;107;16.687
51.642207;6.435175;110;16.687
51.642296;6.435221;93;13.653
51.642393;6.43525;99;13.653
51.642436;6.435287;105;13.653
51.642472;6.435312;106;12.136
51.642552;6.435351;106;10.6189995
51.642588;6.435387;104;12.136
51.64263;6.435414;100;12.136
51.642687;6.43543;103;12.136
51.642714;6.435456;103;10.6189995
51.642748;6.435494;103;10.6189995
51.642775;6.435519;104;10.6189995
51.642831;6.435564;105;9.101999
51.642854;6.435636;106;9.101999
51.642859;6.435711;107;7.585
51.642887;6.435784;106;7.585
51.642925;6.435852;106;10.6189995
51.642947;6.435911;105;10.6189995
51.642947;6.436021;107;10.6189995
51.642979;6.436109;108;9.101999
51.64299;6.436149;103;7.585
51.643026;6.436199;102;9.101999
51.64307;6.436244;101;9.101999
51.643086;6.436324;100;10.6189995
51.643098;6.436373;100;10.6189995
51.643133;6.436438;99;10.6189995
51.643146;6.436519;101;12.136
51.643155;6.436608;90;12.136
51.643163;6.436701;95;12.136
51.643187;6.436776;97;10.6189995
51.64321;6.43683;99;10.6189995
51.643225;6.436911;101;10.6189995
51.643226;6.436999;103;10.6189995
